ID,Expected Price ($1k)
EV44203,28.0
EV11490,65.0
EV58071,19.0
EV14458,64.0
EV91612,69.0
EV81402,64.0
EV31179,39.90000000000003
EV88131,33.0
EV69502,40.0
EV1789,19.0
EV83692,64.0
EV35941,34.5
EV62871,29.48999999999993
EV41179,20.900000000000045
EV60627,48.899999999999956
EV55217,64.0
EV5594,57.0
EV18652,18.0
EV9664,73.0
EV54216,69.0
EV57282,5.499000000000011
EV83944,38.0
EV59886,60.19999999999988
EV29411,78.0
EV73169,73.0
EV15031,20.900000000000045
EV64398,18.0
EV68869,40.0
EV23933,50.0
EV16715,24.690000000000023
EV43374,69.0
EV7970,69.0
EV58887,20.0
EV27973,13.115000000000002
EV36223,36.60000000000003
EV4477,36.60000000000003
EV26455,72.0
EV87698,30.0
EV41184,16.0
EV59346,96.0
EV42565,50.0
EV52154,14.5
EV1976,51.57300000000003
EV25081,50.0
EV23644,69.0
EV65377,72.0
EV25155,21.0
EV31131,33.0
EV51442,38.5
EV52589,57.0
EV47901,60.0
EV37621,64.0
EV43978,12.0
EV66986,33.900000000000006
EV87505,50.0
EV46818,69.0
EV58290,25.0
EV70038,19.0
EV21457,64.0
EV64020,73.0
EV5582,64.0
EV56502,13.900000000000011
EV3492,85.0
EV89337,27.39999999999995
EV29011,65.0
EV35561,69.0
EV90493,57.0
EV60783,11.399999999999995
EV13304,37.41299999999998
EV29364,50.0
EV5151,21.99799999999988
EV38365,72.0
EV10142,21.0
EV58251,70.0
EV15019,60.0
EV36869,32.30000000000005
EV74482,27.0
EV35997,70.0
EV75196,43.0
EV53317,57.0
EV63614,25.0
EV38339,73.0
EV26557,73.0
EV38057,33.88999999999988
EV52252,18.0
EV19624,29.997999999999735
EV72020,78.0
EV58132,73.0
EV1577,78.0
EV35770,50.0
EV29870,73.0
EV15750,21.0
EV71704,73.0
EV58027,34.5
EV88426,19.0
EV83081,64.0
EV50089,18.5
EV53505,73.0
EV62692,18.0
EV78116,19.0
EV85865,69.0
EV87825,64.0
EV19550,18.0
EV89210,28.0
EV56833,41.78000000000001
EV72751,20.00400000000016
EV76072,50.0
EV76778,69.0
EV26087,72.0
EV13667,38.5
EV63383,20.0
EV6569,18.0
EV72493,28.0
EV54018,12.0
EV32027,15.0
EV74747,18.5
EV27457,69.0
EV29987,62.0
EV34394,21.0
EV74150,14.5
EV55602,39.90000000000003
EV8095,50.0
EV32229,28.0
EV7795,46.0
EV44352,57.0
EV86318,50.0
EV6741,98.3999999999998
EV26811,22.19999999999996
EV87119,57.0
EV33109,39.90000000000003
EV56200,21.0
EV28676,25.003999999999937
EV70633,73.0
EV33641,51.57300000000003
EV90923,64.0
EV30762,50.0
EV63122,73.0
EV5027,20.0
EV35914,20.0
EV43943,16.0
EV24918,22.19999999999996
EV3225,43.0
EV50083,72.0
EV77939,69.0
EV45218,50.0
EV15751,65.0
EV45421,60.0
EV43664,64.0
EV76809,73.0
EV48731,64.0
EV70172,50.0
EV47847,64.0
EV8107,19.0
EV88334,18.5
EV64373,39.0
EV8470,21.0
EV52765,27.0
EV2707,64.0
EV13632,50.0
EV64573,95.0
EV47439,57.0
EV61231,17.0
EV75545,25.0
EV26750,17.0
EV43495,31.5
EV86816,30.15200000000004
EV35865,30.0
EV5886,27.0
EV73497,69.0
EV84584,18.374000000000017
EV89077,50.0
EV55333,54.0
EV62490,78.0
EV33769,72.0
EV83862,24.690000000000044
EV41614,60.0
EV63998,69.0
EV85281,18.5
EV38541,69.0
EV40876,69.0
EV75760,13.115000000000002
EV20710,21.0
EV9019,16.0
EV78425,38.0
EV21685,33.900000000000006
EV89712,24.282999999999998
EV64976,39.90000000000003
EV69987,31.5
EV53741,60.0
EV59817,70.0
EV48600,57.0
EV14664,44.0
EV40208,20.0
EV8452,105.0
EV63581,57.0
EV75234,25.0
EV55232,57.0
EV38278,57.0
EV35864,30.0
EV24223,73.0
EV87794,36.5
EV49711,50.0
EV23957,69.0
EV86405,35.0
EV43975,119.79999999999986
EV53508,26.0
EV50813,64.0
EV312,40.0
EV53049,64.0
EV63989,22.856999999999974
EV20270,21.0
EV23836,25.0
EV34288,57.0
EV39012,73.0
EV65858,73.0
EV6420,32.0
EV59694,57.0
EV21339,73.0
EV11180,34.5
EV78268,38.0
EV44248,50.0
EV73035,20.0
EV69475,69.0
EV81271,69.0
EV78043,22.19999999999996
EV47943,102.0
EV31602,73.0
EV67643,20.0
EV40341,21.0
EV73335,19.0
EV10596,19.0
EV73582,69.0
EV81206,17.0
EV70272,26.0
EV75422,28.0
EV84939,21.0
EV66104,27.399999999999956
EV64043,36.5
EV80876,69.0
EV33936,40.0
EV48401,60.0
EV24545,21.0
EV13340,73.0
EV23974,25.0
EV55773,39.90000000000003
EV46907,37.41299999999998
EV12459,62.0
EV42343,64.0
EV46856,25.0
EV36707,28.0
EV59590,59.979
EV47432,64.0
EV57000,22.0
EV42989,25.0
EV59767,73.0
EV19410,37.41299999999998
EV51748,40.0
EV6227,69.0
EV63068,69.0
EV51864,27.0
EV27313,73.0
EV24647,40.0
EV66051,35.0
EV44053,70.0
EV13455,33.88999999999988
EV45781,40.90000000000007
EV3281,43.911999999999935
EV71516,65.0
EV83830,28.0
EV55178,16.0
EV72154,20.0
EV82476,27.0
EV2402,65.0
EV33412,20.0
EV51835,42.7999999999998
EV23824,57.0
EV91475,69.0
EV11,16.0
EV32612,30.0
EV71031,57.0
EV23975,35.0
EV47372,20.0
EV57841,50.0
EV9092,57.0
EV89300,64.0
EV31929,40.0
EV55785,30.0
EV52759,20.0
EV64120,62.0
EV6389,20.59999999999996
EV89985,33.900000000000006
EV82906,28.0
EV38648,64.0
EV45070,25.0
EV72913,40.0
EV61154,19.0
EV68457,27.0
EV9583,40.0
EV64375,27.399999999999956
EV31344,27.0
EV59727,60.0
EV46641,18.0
EV54642,25.0
EV42216,39.0
EV13318,72.0
EV60911,15.200000000000031
EV2301,16.364999999999956
EV9899,73.0
EV9265,20.59999999999996
EV17457,33.900000000000006
EV29720,20.0
EV85942,57.0
EV35087,30.15200000000004
EV81506,50.0
EV17470,72.0
EV36912,64.0
EV76215,17.0
EV30769,64.0
EV73490,22.19999999999996
EV40553,73.0
EV66956,102.0
EV59050,20.0
EV56295,57.0
EV83092,20.998000000000033
EV86382,64.0
EV75325,78.0
EV60342,22.19999999999996
EV11485,42.900000000000055
EV54182,18.5
EV33510,52.89999999999997
EV65918,30.0
EV89812,69.0
EV73900,20.0
EV45687,43.0
EV88687,18.5
EV62881,43.911999999999935
EV87690,39.90000000000003
EV64708,36.98000000000001
EV24562,27.0
EV13216,69.0
EV78395,25.0
EV17519,27.399999999999956
EV63223,21.0
EV3324,73.0
EV32765,25.0
EV69599,25.0
EV16432,117.39999999999978
EV63470,73.0
EV65537,64.0
EV23879,82.69999999999987
EV14152,30.0
EV57171,19.0
EV5471,24.282999999999998
EV21200,31.5
EV83935,21.0
EV52038,22.19999999999996
EV89813,18.057999999999996
EV26837,60.0
EV31616,72.0
EV49329,69.0
EV37528,57.0
EV40407,18.0
EV91908,35.0
EV28471,50.0
EV42286,73.0
EV76616,62.0
EV40514,19.0
EV2921,50.0
EV16218,54.0
EV82283,42.7999999999998
EV61389,142.0
EV26526,21.0
EV89595,64.0
EV52622,54.0
EV2724,69.19999999999987
EV52682,57.0
EV38290,9.078999999999983
EV72608,69.0
EV19641,16.0
EV77682,20.00400000000016
EV24748,48.899999999999956
EV50251,62.0
EV12290,73.0
EV79234,50.0
EV12967,73.0
EV72445,22.199999999999964
EV3929,18.5
EV83611,25.0
EV83293,73.0
EV90014,15.0
EV73950,19.0
EV64977,39.0
EV15036,64.0
EV18294,25.0
EV64267,73.0
EV23084,25.0
EV59030,27.39999999999996
EV63562,73.0
EV81817,16.0
EV31846,30.0
EV71402,29.997999999999735
EV4751,43.0
EV4886,15.0
EV61113,69.0
EV76642,11.75
EV63691,39.90000000000003
EV19767,73.0
EV90064,35.0
EV13646,51.57300000000003
EV77968,50.0
EV6157,40.0
EV91108,65.0
EV16402,57.0
EV28579,20.0
EV25169,73.0
EV67525,41.78000000000001
EV62097,16.364999999999952
EV8546,62.0
EV81465,20.0
EV68440,29.99799999999974
EV45013,19.0
EV1100,29.997999999999735
EV11361,73.0
EV49481,64.0
EV91355,64.0
EV73043,28.0
EV45237,24.690000000000023
EV7689,54.0
EV7297,70.0
EV21402,27.0
EV32137,17.0
EV38550,20.0
EV50665,90.0
EV78635,57.0
EV84798,64.0
EV38592,18.374000000000017
EV9370,31.5
EV78337,78.0
EV43502,16.0
EV89189,24.690000000000023
EV7148,28.0
EV79326,65.0
EV49939,16.0
EV43908,18.0
EV73997,73.0
EV71955,19.0
EV71078,33.88999999999988
EV66009,73.0
EV69733,39.90000000000003
EV86579,69.0
EV29168,39.0
EV58733,31.5
EV65615,69.0
EV16159,21.997999999999884
EV25548,64.0
EV66829,19.0
EV48308,39.90000000000003
EV61976,69.0
EV15385,57.0
EV12917,73.0
EV53250,18.0
EV21334,82.5
EV28359,64.0
EV7420,20.0
EV46722,65.0
EV86178,35.0
EV15248,19.0
EV46135,18.0
EV40702,73.0
EV28231,17.0
EV7544,60.0
EV19470,72.0
EV28769,35.0
EV26907,73.0
EV64252,69.0
EV57598,102.0
EV34111,26.0
EV63004,25.0
EV57268,24.282999999999998
EV9125,16.364999999999956
EV36950,43.0
EV59004,42.7999999999998
EV54878,73.0
EV51038,28.0
EV20641,19.0
EV9246,38.0
EV12973,16.0
EV53361,28.0
EV1377,31.5
EV70627,18.057999999999996
EV61567,36.5
EV83370,73.0
EV45864,62.0
EV55694,69.0
EV80163,69.0
EV53460,32.0
EV30982,72.0
EV64313,72.0
EV35426,19.0
EV45436,25.0
EV59835,102.0
EV38272,57.0
EV48746,39.845
EV35904,60.0
EV11741,17.0
EV68636,65.0
EV85518,33.0
EV25223,33.0
EV30764,39.0
EV59795,64.0
EV26489,60.0
EV13737,69.0
EV56788,24.690000000000033
EV5128,25.003999999999937
EV52268,20.0
EV68444,69.0
EV62855,41.78000000000001
EV85154,50.0
EV40685,142.0
EV86174,19.0
EV85543,64.0
EV2365,16.557000000000013
EV17990,64.0
EV85713,21.0
EV87518,35.0
EV53859,33.0
EV29894,50.0
EV66469,46.5
EV26207,21.997999999999884
EV73515,27.0
EV56316,27.399999999999956
EV87390,78.0
EV90358,65.0
EV27592,64.0
EV75861,59.979
EV85130,31.5
EV8352,48.899999999999956
EV6674,25.0
EV8454,21.997999999999884
EV78498,64.0
EV42155,25.0
EV64332,50.0
EV80878,57.0
EV10939,65.0
EV46052,85.0
EV42204,50.0
EV418,31.67000000000007
EV14025,50.0
EV2415,73.0
EV69709,40.0
EV22928,16.0
EV39929,12.0
EV40142,72.0
EV13768,15.0
EV35765,36.60000000000003
EV48689,57.0
EV77106,15.0
EV17608,69.0
EV82404,69.0
EV46902,25.0
EV52176,69.0
EV57599,64.0
EV10199,20.0
EV49118,72.0
EV63176,25.0
EV64368,27.0
EV13440,15.0
EV57764,27.399999999999956
EV22559,64.0
EV875,43.911999999999935
EV85010,70.0
EV72585,31.67000000000007
EV25804,39.90000000000003
EV82607,69.0
EV15861,73.0
EV72755,73.0
EV79357,72.0
EV75109,57.0
EV26394,39.90000000000003
EV29792,64.0
EV84027,73.0
EV21335,30.0
EV71156,69.0
EV42860,19.0
EV17016,85.0
EV86770,73.0
EV56843,13.115000000000004
EV8272,20.00400000000016
EV49895,64.0
EV16374,72.0
EV64772,35.0
EV90032,73.0
EV49820,15.0
EV43525,43.0
EV24963,37.41299999999998
EV87429,19.0
EV87210,13.115000000000002
EV53046,65.0
EV70394,102.0
EV55554,35.0
EV65423,37.41299999999998
EV21018,35.0
EV17557,64.0
EV3313,17.0
EV61832,24.282999999999998
EV51345,18.0
EV51074,85.0
EV28253,26.219999999999978
EV58079,57.0
EV39050,69.0
EV53672,20.0
EV55979,21.258000000000024
EV24415,20.0
EV3042,72.0
EV62985,36.5
EV47034,39.0
EV87904,15.0
EV73503,18.0
EV24665,39.0
EV62054,50.0
EV70815,72.0
EV44772,40.0
EV50038,73.0
EV35331,27.199999999999978
EV899,69.0
EV84163,20.0
EV6541,19.0
EV70105,21.0
EV89872,64.0
EV73705,50.0
EV78621,33.88999999999988
EV85430,20.00400000000016
EV80140,13.115000000000002
EV34733,78.0
EV90465,54.0
EV29191,16.364999999999952
EV24555,28.0
EV59410,25.0
EV35599,33.88999999999988
EV85679,69.0
EV79824,31.5
EV15591,36.60000000000003
EV54645,17.0
EV30149,73.0
EV81753,39.90000000000003
EV59318,42.0
EV45541,57.0
EV75258,33.900000000000006
EV32420,73.0
EV36843,50.0
EV47655,21.99799999999988
EV10795,73.0
EV82051,48.899999999999956
EV26079,57.0
EV53906,69.0
EV11332,62.0
EV24157,50.0
EV35991,9.034999999999993
EV71519,20.00400000000016
EV13473,40.0
EV4061,18.0
EV43562,10.042000000000007
EV29853,30.0
EV26950,35.0
EV91841,20.59999999999996
EV41694,28.0
EV57885,69.0
EV68436,90.0
EV75819,72.0
EV44837,14.5
EV89451,19.0
EV85203,18.5
EV88886,73.0
EV47211,27.0
EV2004,64.0
EV90240,20.00400000000016
EV28914,30.0
EV13722,78.0
EV77178,73.0
EV28112,69.0
EV79302,41.78000000000001
EV88381,70.0
EV82961,142.0
EV36585,39.90000000000003
EV61662,69.0
EV65664,28.0
EV20054,43.0
EV52768,25.0
EV5628,18.0
EV41882,90.0
EV86670,73.0
EV31394,69.0
EV23462,34.5
EV73359,40.0
EV67342,69.0
EV75488,15.0
EV81939,64.0
EV2229,19.0
EV62743,10.042000000000007
EV40194,50.0
EV37519,57.0
EV66456,78.0
EV40733,72.0
EV87124,54.0
EV44278,19.0
EV39437,57.0
EV31224,69.0
EV32436,60.0
EV48211,27.0
EV46741,57.0
EV65286,72.0
EV87797,25.0
EV53656,62.0
EV5104,69.0
EV27985,25.0
EV560,21.299999999999976
EV7072,42.0
EV10391,40.0
EV55518,33.900000000000006
EV58853,51.57300000000003
EV88106,28.0
EV38291,36.60000000000003
EV68762,20.0
EV81416,64.0
EV54735,16.0
EV85150,18.5
EV90,57.0
EV82517,73.0
EV7475,69.0
EV16854,33.88999999999988
EV21305,73.0
EV88291,72.0
EV85967,57.0
EV72749,105.0
EV72764,16.5
EV86892,31.5
EV56655,20.0
EV51087,114.98999999999982
EV35505,73.0
EV81804,20.59999999999996
EV22607,90.0
EV22665,72.0
EV6858,54.0
EV72551,102.0
EV91329,64.0
EV91782,50.0
EV65069,18.0
EV91317,73.0
EV81058,57.0
EV42335,73.0
EV26583,57.0
EV3672,69.0
EV72125,64.0
EV9692,30.0
EV87017,69.0
EV91931,57.0
EV24311,64.0
EV75073,16.364999999999952
EV40813,16.364999999999956
EV7182,73.0
EV3861,42.7999999999998
EV34112,39.0
EV67211,20.0
EV24791,27.0
EV71285,57.0
EV2177,16.5
EV5012,57.0
EV18386,16.5
EV3780,78.0
EV80898,20.00400000000016
EV8477,36.60000000000003
EV45885,73.0
EV47286,73.0
EV42397,73.0
EV5984,31.5
EV76500,43.0
EV6462,25.0
EV89845,64.0
EV35713,21.0
EV89374,78.0
EV80337,24.282999999999998
EV51342,72.0
EV41240,34.5
EV36702,78.0
EV26095,33.900000000000006
EV15044,73.0
EV14949,73.0
EV63008,64.0
EV5833,73.0
EV89317,69.0
EV24107,30.0
EV68702,27.199999999999978
EV89968,57.0
EV10870,35.0
EV42566,105.0
EV50173,57.0
EV24277,21.997999999999884
EV30744,16.0
EV2067,16.364999999999952
EV26783,18.0
EV56981,20.0
EV13984,29.997999999999735
EV66131,19.0
EV38363,54.0
EV56529,50.0
EV59247,18.5
EV36606,20.900000000000045
EV39146,73.0
EV9492,57.0
EV72766,31.67000000000007
EV70994,40.0
EV57636,57.0
EV81936,59.979
EV49681,40.0
EV38745,25.0
EV66832,24.282999999999998
EV88893,70.0
EV7268,98.3999999999998
EV87820,70.0
EV13470,18.0
EV39966,46.5
EV58453,22.19999999999996
EV9263,69.0
EV15322,8.899999999999984
EV16676,20.0
EV26998,119.79999999999986
EV16177,33.88999999999988
EV62732,37.0
EV68356,73.0
EV66468,64.0
EV80886,22.856999999999974
EV49887,8.899999999999984
EV8062,43.0
EV929,18.0
EV12715,64.0
EV36178,12.0
EV39795,21.997999999999884
EV40572,78.0
EV16881,64.0
EV19469,25.0
EV40540,33.900000000000006
EV24064,41.78000000000001
EV52208,20.0
EV29296,36.60000000000003
EV58711,65.8999999999999
EV36786,65.0
EV90156,70.0
EV86937,69.0
EV31156,19.0
EV59633,25.0
EV27584,69.0
EV50219,54.0
EV8625,73.0
EV4594,78.0
EV3140,78.0
EV62957,64.0
EV77275,50.0
EV72566,73.0
EV61837,78.0
EV86108,29.997999999999735
EV30963,73.0
EV71148,73.0
EV23841,28.0
EV11556,35.0
EV74144,72.0
EV5666,33.88999999999988
EV17138,69.0
EV83165,22.0
EV39413,69.0
EV86046,16.0
EV85660,69.0
EV71472,73.0
EV1770,38.0
EV32209,15.0
EV29695,78.0
EV36098,20.900000000000045
EV34633,73.0
EV14492,21.0
EV8465,26.427
EV28407,14.5
EV6546,72.0
EV54377,85.0
EV57430,35.0
EV77433,27.0
EV13544,43.0
EV28929,64.0
EV64900,15.0
EV47212,18.0
EV88710,65.0
EV53895,50.0
EV49442,25.0
EV89207,72.0
EV69973,42.900000000000055
EV30478,21.0
EV40782,72.0
EV82029,50.0
EV16102,57.0
EV71582,62.0
EV65493,50.0
EV21828,72.0
EV67843,22.19999999999996
EV90193,27.0
EV50630,69.0
EV73143,15.0
EV7485,72.0
EV73450,29.48999999999993
EV87679,64.0
EV87601,18.0
EV6431,73.0
EV59532,16.0
EV62069,30.0
EV85233,73.0
EV45467,69.0
EV68350,27.0
EV10856,41.78000000000001
EV28461,102.0
EV26929,42.7999999999998
EV1793,25.003999999999937
EV20596,25.0
EV56681,21.0
EV90017,21.299999999999976
EV49169,36.98000000000001
EV19824,60.0
EV31424,16.0
EV45471,14.5
EV35005,57.0
EV12815,20.0
EV66828,69.0
EV75473,57.0
EV40356,13.299999999999976
EV39559,64.0
EV29666,13.900000000000011
EV44138,70.0
EV36328,30.0
EV44842,64.0
EV30876,21.0
EV34998,69.0
EV69444,18.0
EV74226,73.0
EV68987,45.0
EV53704,42.79999999999981
EV55530,69.0
EV74395,33.900000000000006
EV68058,69.0
EV59794,41.78000000000001
EV53543,20.0
EV4808,25.003999999999937
EV62756,50.0
EV23117,72.0
EV54939,57.0
EV45937,27.0
EV9389,13.299999999999976
EV9468,21.997999999999884
EV46117,64.0
EV58915,73.0
EV5243,20.0
EV45419,18.0
EV23141,27.0
EV44645,13.115000000000002
EV17700,18.0
EV25438,37.41299999999998
EV12758,17.385999999999992
EV23358,72.0
EV22533,64.0
EV6348,72.0
EV35417,33.900000000000006
EV30684,69.0
EV88591,21.0
EV73990,37.0
EV10537,32.0
EV82953,24.282999999999998
EV20105,64.0
EV56246,73.0
EV4237,69.0
EV77840,72.0
EV22480,73.0
EV60663,16.0
EV20655,21.0
EV36356,65.0
EV11979,64.0
EV28420,64.0
EV51840,78.0
EV72554,25.0
EV21465,10.042000000000007
EV43601,25.003999999999937
EV19151,15.0
EV32391,16.0
EV66733,39.90000000000003
EV30312,64.0
EV7425,70.0
EV26923,21.0
EV22554,39.90000000000003
EV46546,40.0
EV55420,35.0
EV31727,31.5
EV35060,59.979
EV19486,19.0
EV31629,18.0
EV28250,43.0
EV1492,24.282999999999998
EV68990,78.0
EV10804,33.0
EV74923,36.60000000000003
EV37505,57.0
EV45021,73.0
EV12008,36.5
EV11223,27.399999999999956
EV51594,69.0
EV82401,102.0
EV60823,14.5
EV45802,50.0
EV31068,69.0
EV12147,20.00400000000016
EV79535,73.0
EV39863,73.0
EV37966,18.0
EV45685,33.900000000000006
EV44499,16.364999999999956
EV80960,25.0
EV77192,40.0
EV74910,41.78000000000001
EV30434,73.0
EV45730,20.0
EV84924,20.59999999999996
EV65292,60.0
EV59892,70.0
EV81230,82.5
EV81505,18.057999999999996
EV52274,29.997999999999735
EV16649,102.0
EV33269,33.900000000000006
EV65511,57.0
EV20994,78.0
EV40418,39.90000000000003
EV85324,19.0
EV3609,29.0
EV17498,21.0
EV7458,16.25099999999998
EV7400,73.0
EV85241,36.5
EV25820,36.60000000000003
EV35227,25.0
EV77828,72.0
EV51663,33.900000000000006
EV55761,27.0
EV44226,28.0
EV25925,27.0
EV42651,142.0
EV83206,21.99799999999988
EV59450,52.89999999999997
EV71016,20.00400000000016
EV51628,64.0
EV46164,20.0
EV15120,18.0
EV33450,86.92849999999984
EV83238,57.0
EV18542,69.0
EV29690,73.0
EV46914,64.0
EV8301,69.0
EV53589,73.0
EV43497,19.0
EV8702,27.0
EV45668,69.0
EV63554,58.0
EV20940,65.0
EV78909,15.0
EV34337,33.88999999999988
EV47966,57.0
EV14746,30.0
EV39414,50.0
EV18779,18.0
EV83869,28.0
EV44188,30.0
EV81599,34.5
EV84001,57.0
EV17452,78.0
EV73765,73.0
EV79172,18.0
EV43273,30.0
EV67046,21.99799999999988
EV90473,102.0
EV54596,15.200000000000031
EV48324,69.0
EV91320,69.0
EV58423,30.0
EV5691,42.7999999999998
EV6442,50.0
EV21593,70.0
EV17607,50.0
EV66212,69.0
EV55116,73.0
EV49351,20.0
EV26155,64.0
EV45545,70.0
EV85854,73.0
EV67679,20.0
EV35868,21.997999999999884
EV17368,69.0
EV65050,17.0
EV20753,73.0
EV65750,59.979
EV80847,73.0
EV79194,18.0
EV9800,64.0
EV24128,12.0
EV36448,22.19999999999996
EV7368,21.997999999999884
EV49195,60.0
EV72831,20.00400000000016
EV91269,28.0
EV45981,18.0
EV76102,69.0
EV25958,28.0
EV62157,64.0
EV36435,51.57300000000003
EV39947,11.899999999999999
EV74762,33.88999999999988
EV36257,17.0
EV21145,73.0
EV17152,96.0
EV68421,10.042000000000007
EV14956,78.0
EV65759,37.41299999999998
EV28662,33.800000000000054
EV7362,39.0
EV85649,28.0
EV41790,19.0
EV70899,10.042000000000007
EV34887,69.19999999999987
EV30493,73.0
EV71211,58.600000000000065
EV18641,72.0
EV45787,10.042000000000007
EV5611,24.0
EV40903,73.0
EV63527,72.0
EV29979,119.79999999999986
EV3498,21.99799999999988
EV68360,34.0
EV28535,36.5
EV90225,33.88999999999988
EV63602,73.0
EV36684,21.0
EV85618,35.0
EV12845,69.0
EV67941,63.399999999999885
EV47004,69.0
EV13636,64.0
EV18043,64.0
EV40265,42.7999999999998
EV3191,69.0
EV77090,72.0
EV64837,65.0
EV28276,64.0
EV54984,90.0
EV4157,47.9
EV16051,19.0
EV75860,30.0
EV87147,73.0
EV33781,90.0
EV52336,57.0
EV82403,96.0
EV66216,23.25
EV7274,70.0
EV60625,64.0
EV69912,73.0
EV67981,70.0
EV51455,64.0
EV19683,57.0
EV60038,19.0
EV71372,65.0
EV66258,52.89999999999997
EV60140,64.0
EV47684,31.5
EV51944,18.0
EV29016,17.0
EV85514,18.0
EV14513,20.0
EV81256,73.0
EV59053,73.0
EV4331,21.0
EV7164,50.0
EV25357,69.0
EV66664,50.0
EV26781,59.979
EV35272,36.98000000000001
EV81854,69.0
EV55043,72.0
EV37268,30.199999999999964
EV64815,21.0
EV19208,18.0
EV69990,57.0
EV81204,15.0
EV47281,25.0
EV54068,20.0
EV6851,21.997999999999884
EV30468,40.0
EV77743,19.0
EV61530,57.0
EV65091,69.0
EV17150,30.0
EV18585,18.0
EV2973,25.0
EV66141,18.0
EV21841,21.529999999999987
EV40090,18.0
EV24396,69.0
EV71752,29.997999999999735
EV91315,25.0
EV85120,96.0
EV28700,64.0
EV50134,21.0
EV5294,60.0
EV42369,16.0
EV13074,18.0
EV70033,33.88999999999988
EV9902,78.0
EV57093,57.0
EV24971,18.5
EV78447,57.0
EV88839,16.0
EV16516,21.299999999999976
EV52408,95.0
EV59889,21.997999999999884
EV4963,33.900000000000006
EV1158,69.0
EV29144,69.0
EV24211,50.0
EV18401,17.0
EV57332,69.0
EV19785,18.0
EV62938,64.0
EV76533,24.690000000000023
EV7517,57.0
EV80379,30.0
EV88787,42.0
EV79394,37.0
EV27957,62.0
EV23551,69.0
EV6986,50.0
EV57532,142.0
EV50376,50.0
EV22286,73.0
EV41288,64.0
EV77160,90.0
EV34454,30.0
EV80290,18.5
EV57109,82.5
EV73555,69.0
EV84778,69.0
EV3352,57.0
EV79999,15.0
EV69283,64.0
EV30519,20.900000000000045
EV8205,16.364999999999956
EV19047,73.0
EV5325,16.0
EV27960,19.0
EV42726,33.0
EV51640,18.0
EV9183,37.0
EV36636,16.0
EV27936,12.0
EV89870,72.0
EV14674,27.39999999999996
EV45196,73.0
EV45316,16.5
EV91167,78.0
EV45758,64.0
EV79631,41.78000000000001
EV28731,20.00400000000016
EV72068,27.0
EV31465,44.44999999999992
EV28158,69.0
EV21188,20.00400000000016
EV39366,46.0
EV75304,30.0
EV83332,19.0
EV49439,64.0
EV9073,29.48999999999993
EV71528,39.90000000000003
EV55223,18.5
EV78981,5.499000000000011
EV25890,40.0
EV8151,64.0
EV23162,21.0
EV87076,50.0
EV14961,22.19999999999996
